reference_date,target,age,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.600,52.669000
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.650,56.222375
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.700,59.314625
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.750,65.030250
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.800,70.001875
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.850,79.139125
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.900,83.548875
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.950,95.557500
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.975,108.352750
2024-02-10,wk inc covid hosp,1-4,0,2024-02-03,CA,quantile,0.990,128.634500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.010,39.826000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.025,41.909000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.050,47.453000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.100,53.189500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.150,60.355000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.200,66.816000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.250,71.662000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.300,78.592000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.350,84.971000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.400,90.414500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.450,96.782500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.500,103.353500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.550,109.911500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.600,119.174000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.650,126.522500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.700,136.231500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.750,141.149000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.800,155.669000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.850,173.267500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.900,193.294000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.950,210.631500
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.975,245.641000
2024-02-10,wk inc covid hosp,5-64,0,2024-02-03,CA,quantile,0.990,277.452000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.010,10.704000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.025,12.759000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.050,13.986000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.100,16.063500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.150,17.265000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.200,19.305000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.250,21.652500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.300,23.355000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.350,24.501000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.400,25.927500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.450,27.915000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.500,30.240000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.550,32.602500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.600,34.665000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.650,38.700000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.700,42.159000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.750,44.521500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.800,47.206500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.850,52.348500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.900,56.917500
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.950,70.635000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.975,73.893000
2024-02-10,wk inc covid hosp,65+,0,2024-02-03,CA,quantile,0.990,90.015000
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.010,87.537833
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.025,95.958000
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.050,104.646708
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.100,123.310333
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.150,139.178083
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.200,150.495167
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.250,168.648667
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.300,182.666625
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.350,191.745208
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.400,210.332333
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.450,223.868667
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.500,234.459458
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.550,256.525792
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.600,279.590167
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.650,298.087000
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.700,315.465542
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.750,344.707042
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.800,372.598958
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.850,410.504625
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.900,457.463292
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.950,495.194042
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.975,575.299167
2024-02-10,wk inc covid hosp,0-130,0,2024-02-03,CA,quantile,0.990,644.055375
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.010,15.480917
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.025,17.204667
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.050,21.079000
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.100,27.235250
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.150,31.618500
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.200,35.673417
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.250,39.810417
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.300,44.439917
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.350,47.920250
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.400,53.731750
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.450,56.407667
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.500,61.529667
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.550,70.066333
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.600,78.504500
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.650,85.695000
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.700,93.722750
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.750,101.898250
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.800,113.964500
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.850,129.708083
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.900,144.729333
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.950,176.659750
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.975,204.453167
2024-02-10,wk inc covid hosp,<1,1,2024-02-10,CA,quantile,0.990,215.895583
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.010,11.074750
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.025,12.663500
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.050,14.713375
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.100,18.553500
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.150,22.843125
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.200,25.850125
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.250,29.461625
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.300,33.061500
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.350,36.909375
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.400,39.742000
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.450,42.129000
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.500,45.620375
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.550,51.630500
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.600,58.303250
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.650,64.983750
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.700,71.106250
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.750,76.132125
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.800,85.312000
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.850,96.181375
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.900,110.344500
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.950,130.420875
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.975,146.227000
2024-02-10,wk inc covid hosp,1-4,1,2024-02-10,CA,quantile,0.990,166.400250
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.010,27.890500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.025,31.516000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.050,35.563000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.100,45.958000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.150,52.923500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.200,61.220500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.250,68.552500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.300,73.838000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.350,81.357500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.400,89.898500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.450,96.889000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.500,109.127500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.550,117.608500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.600,127.510500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.650,142.523500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.700,158.755000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.750,168.373500
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.800,185.866000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.850,219.963000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.900,253.498000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.950,277.336000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.975,338.533000
2024-02-10,wk inc covid hosp,5-64,1,2024-02-10,CA,quantile,0.990,386.508500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.010,7.501500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.025,9.147000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.050,10.458000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.100,13.372500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.150,14.886000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.200,17.836500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.250,19.860000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.300,21.243000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.350,22.993500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.400,24.945000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.450,27.042000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.500,30.222000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.550,33.471000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.600,36.328500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.650,40.735500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.700,46.801500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.750,50.137500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.800,54.865500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.850,64.567500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.900,73.711500
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.950,83.877000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.975,95.898000
2024-02-10,wk inc covid hosp,65+,1,2024-02-10,CA,quantile,0.990,114.853500
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.010,61.349167
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.025,70.902750
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.050,82.375250
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.100,107.759333
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.150,124.195583
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.200,141.175625
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.250,156.823333
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.300,174.583833
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.350,190.423625
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.400,208.354958
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.450,223.544958
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.500,242.671708
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.550,274.562375
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.600,300.769958
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.650,338.433583
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.700,363.058375
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.750,407.180000
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.800,433.754917
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.850,507.184417
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.900,583.584042
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.950,651.479708
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.975,787.336167
2024-02-10,wk inc covid hosp,0-130,1,2024-02-10,CA,quantile,0.990,886.250083
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.010,10.638000
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.025,12.575167
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.050,17.303167
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.100,23.443000
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.150,27.580000
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.200,33.687000
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.250,37.101667
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.300,42.584833
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.350,46.803917
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.400,53.452667
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.450,57.655333
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.500,64.435417
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.550,71.576667
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.600,81.689333
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.650,94.674917
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.700,108.973833
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.750,120.728167
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.800,135.125583
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.850,159.668500
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.900,191.007917
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.950,242.293583
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.975,288.867667
2024-02-10,wk inc covid hosp,<1,2,2024-02-17,CA,quantile,0.990,345.012667
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.010,7.327625
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.025,10.020750
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.050,11.194875
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.100,16.061875
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.150,20.545250
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.200,24.877500
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.250,28.613000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.300,31.193750
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.350,34.925375
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.400,39.676125
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.450,43.896000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.500,47.275000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.550,54.525125
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.600,61.558250
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.650,73.005000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.700,82.828125
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.750,91.554625
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.800,106.147875
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.850,119.365500
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.900,149.017000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.950,183.779625
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.975,222.270000
2024-02-10,wk inc covid hosp,1-4,2,2024-02-17,CA,quantile,0.990,246.903375
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.010,17.859000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.025,23.612000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.050,27.304000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.100,38.953500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.150,46.178000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.200,55.180000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.250,62.929500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.300,70.748000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.350,77.903000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.400,89.111500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.450,98.189000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.500,108.613500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.550,121.408500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.600,141.170500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.650,160.191000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.700,183.682000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.750,209.151500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.800,229.067000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.850,274.160500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.900,336.426500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.950,410.761500
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.975,487.233000
2024-02-10,wk inc covid hosp,5-64,2,2024-02-17,CA,quantile,0.990,601.681000
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.010,4.786500
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.025,7.065000
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.050,8.086500
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.100,10.966500
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.150,12.483000
2024-02-10,wk inc covid hosp,65+,2,2024-02-17,CA,quantile,0.200,16.432500
