reference_date,target,age,horizon,target_end_date,location,output_type,output_type_id,value
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.750,66.219875
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.800,70.540500
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.850,81.065000
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.900,88.795625
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.950,102.869625
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.975,115.467250
2024-02-03,wk inc covid hosp,1-4,0,2024-01-27,CA,quantile,0.990,137.717500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.010,54.131000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.025,55.958000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.050,62.230500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.100,69.565000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.150,73.703000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.200,79.721000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.250,84.099000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.300,89.382000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.350,94.229500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.400,98.650000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.450,105.399500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.500,112.269000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.550,117.269500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.600,123.498000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.650,132.110000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.700,141.390000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.750,147.941500
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.800,155.195000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.850,176.828000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.900,194.763000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.950,228.285000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.975,269.235000
2024-02-03,wk inc covid hosp,5-64,0,2024-01-27,CA,quantile,0.990,292.041000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.010,16.551000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.025,19.524000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.050,20.539500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.100,22.782000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.150,24.846000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.200,26.013000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.250,27.421500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.300,29.220000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.350,30.823500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.400,32.971500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.450,34.789500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.500,37.045500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.550,38.872500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.600,41.197500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.650,42.633000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.700,45.714000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.750,48.673500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.800,51.261000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.850,56.328000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.900,62.818500
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.950,74.187000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.975,86.982000
2024-02-03,wk inc covid hosp,65+,0,2024-01-27,CA,quantile,0.990,101.848500
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.010,123.768958
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.025,135.446583
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.050,147.778792
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.100,165.297458
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.150,172.899500
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.200,189.021625
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.250,199.390917
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.300,207.942792
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.350,223.132083
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.400,237.462958
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.450,254.389208
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.500,267.197458
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.550,282.591542
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.600,296.405417
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.650,316.499542
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.700,341.858667
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.750,357.104042
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.800,375.121833
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.850,421.590167
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.900,466.112417
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.950,546.463125
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.975,642.915417
2024-02-03,wk inc covid hosp,0-130,0,2024-01-27,CA,quantile,0.990,705.108958
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.010,25.183167
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.025,28.762000
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.050,33.687000
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.100,37.462833
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.150,41.353583
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.200,45.129417
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.250,51.137917
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.300,54.651083
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.350,58.574667
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.400,61.923667
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.450,66.750167
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.500,73.792917
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.550,79.292500
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.600,86.253167
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.650,93.066083
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.700,102.571333
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.750,111.239333
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.800,124.175667
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.850,143.793583
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.900,168.155917
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.950,218.276000
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.975,282.235333
2024-02-03,wk inc covid hosp,<1,1,2024-02-03,CA,quantile,0.990,339.956333
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.010,16.937625
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.025,19.080500
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.050,21.595375
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.100,26.245375
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.150,29.109000
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.200,31.267375
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.250,34.793625
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.300,37.451875
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.350,41.547750
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.400,44.663250
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.450,47.348625
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.500,51.998625
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.550,56.311500
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.600,60.508125
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.650,65.739375
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.700,70.838875
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.750,81.929125
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.800,90.574250
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.850,102.013250
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.900,122.585625
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.950,157.472250
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.975,212.202750
2024-02-03,wk inc covid hosp,1-4,1,2024-02-03,CA,quantile,0.990,254.444125
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.010,41.444000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.025,46.131000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.050,51.676000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.100,58.216500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.150,66.640000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.200,72.996500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.250,80.349500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.300,87.319500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.350,95.635000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.400,101.337500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.450,109.366500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.500,115.357000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.550,125.861000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.600,136.985000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.650,147.697500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.700,162.180000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.750,181.336000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.800,199.389000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.850,220.574000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.900,273.580500
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.950,341.831000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.975,451.713000
2024-02-03,wk inc covid hosp,5-64,1,2024-02-03,CA,quantile,0.990,569.936000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.010,12.730500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.025,15.141000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.050,16.386000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.100,18.739500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.150,21.234000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.200,22.576500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.250,24.043500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.300,26.377500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.350,29.616000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.400,31.245000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.450,33.747000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.500,36.132000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.550,39.660000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.600,42.490500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.650,44.692500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.700,50.484000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.750,54.327000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.800,60.514500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.850,66.064500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.900,81.166500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.950,106.411500
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.975,150.081000
2024-02-03,wk inc covid hosp,65+,1,2024-02-03,CA,quantile,0.990,176.157000
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.010,96.270333
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.025,109.400000
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.050,122.816208
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.100,142.414500
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.150,158.511458
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.200,172.475458
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.250,192.169167
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.300,204.133500
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.350,224.425375
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.400,239.452000
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.450,253.298292
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.500,277.188083
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.550,303.854958
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.600,328.553208
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.650,347.727875
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.700,386.036292
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.750,429.661625
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.800,473.390792
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.850,521.403167
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.900,642.093750
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.950,815.547542
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.975,1079.976917
2024-02-03,wk inc covid hosp,0-130,1,2024-02-03,CA,quantile,0.990,1327.930958
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.010,18.206083
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.025,23.475833
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.050,27.448667
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.100,33.030333
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.150,38.119500
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.200,42.995250
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.250,47.723250
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.300,54.224250
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.350,58.640333
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.400,63.401167
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.450,67.193417
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.500,77.519500
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.550,83.035500
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.600,94.937583
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.650,104.656250
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.700,113.964500
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.750,137.292583
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.800,161.375833
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.850,180.205750
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.900,232.000333
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.950,325.608167
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.975,449.357000
2024-02-03,wk inc covid hosp,<1,2,2024-02-10,CA,quantile,0.990,604.297500
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.010,13.128500
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.025,15.515500
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.050,18.177625
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.100,22.928375
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.150,27.214125
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.200,30.155250
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.250,33.894625
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.300,37.052750
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.350,41.846125
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.400,44.888000
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.450,49.328750
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.500,56.017000
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.550,59.919125
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.600,68.544875
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.650,73.927250
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.700,84.816000
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.750,99.738625
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.800,117.486125
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.850,129.882250
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.900,167.965750
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.950,236.956250
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.975,340.945750
2024-02-03,wk inc covid hosp,1-4,2,2024-02-10,CA,quantile,0.990,436.476125
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.010,31.847000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.025,36.051000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.050,43.303000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.100,50.995500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.150,62.401000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.200,68.850000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.250,75.453000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.300,87.529500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.350,95.614500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.400,103.601500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.450,112.950000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.500,125.169000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.550,137.923500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.600,156.705500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.650,169.333500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.700,189.393500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.750,221.012000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.800,257.510500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.850,286.176000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.900,380.545000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.950,556.245500
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.975,750.330000
2024-02-03,wk inc covid hosp,5-64,2,2024-02-10,CA,quantile,0.990,1015.146500
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.010,9.634500
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.025,11.922000
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.050,13.015500
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.100,16.489500
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.150,18.177000
2024-02-03,wk inc covid hosp,65+,2,2024-02-10,CA,quantile,0.200,20.392500
